Country Name,Country Code,Series Name,Series Code,1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
"Egypt, Arab Rep.",EGY,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.014,21.954,21.956,20.971,21.542,20.46,19.624,18.813,18.024,21.324,19.634,17.963,21.11,21.145,21.152,21.136,21.091,19.816,19.855,20.679,19.232,17.661,17.53,19.063,19.463,21.453,21.042,19.761,12.043,9.297,7.592,8.543,8.474,8.411,8.239
El Salvador,SLV,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.665,32.367,32.84,34.61,34.71,31.95,30.18,29.19,35.6,33.84,33.023,32.216,31.42,33.91,32.05,32.612,33.18,30.87,30.515,30.162,29.811,29.43,30.402,30.381,29.169,28.427,29.35,29.485,30.033,30.273,28.164,29.725,30.714,30.73,30.71
Equatorial Guinea,GNQ,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.105,32.491,32.854,33.184,33.456,33.648,33.764,33.814,33.81,33.706,33.354,32.746,31.999,31.194,30.415,29.844,29.479,29.19,28.958,28.766,28.609,28.545,28.555,28.568,28.588,28.596,28.58,28.532,28.428,28.25,25.824,26.407,28.297,28.347,28.298
Eritrea,ERI,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.362,69.436,69.572,69.354,69.209,68.181,67.588,68.499,69.242,69.772,70.099,69.81,69.24,68.423,67.685,67.616,67.825,68.009,67.701,67.381,67.203,66.919,66.693,66.521,66.559,66.682,66.653,66.466,66.007,65.421,64.177,64.389,65.416,65.406,65.31
Estonia,EST,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.171,42.917,40.054,41.629,44.179,39.653,38.807,37.234,35.093,31.049,31.483,33.287,26.12,30.062,32.473,31.075,30.381,32.096,37.067,34.095,34.256,36.494,37.22,38.189,36.97,37.81,40.598,42.175,45.033,42.669,41.09,40.02,48.351,46.28,46.644
Eswatini,SWZ,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.699,35.069,34.475,34.154,34.798,35.206,34.562,33.829,32.985,32.119,31.36,30.743,30.239,29.835,29.499,29.197,28.915,28.516,27.965,27.408,26.915,26.5,26.145,25.827,25.489,25.124,24.795,24.96,25.094,25.213,25.189,25.975,25.99,25.446,25.46
Ethiopia,ETH,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.672,69.641,69.64,69.784,69.925,70.057,70.212,70.42,70.649,70.852,70.997,71.065,71.039,70.945,70.825,70.671,70.697,70.72,70.743,70.768,70.796,70.827,70.86,70.897,67.917,64.999,62.147,59.358,56.663,54.049,51.36,49.424,48.919,48.123,48.042
Faroe Islands,FRO,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.253,33.722,32.905,32.637,31.946,31.609,31.011,30.085,29.175,28.279,27.404,26.545,25.699,24.867,24.048,23.241,23.809,24.381,24.971,25.581,26.196,26.822,27.443,28.052,28.646,27.834,27.038,26.402,25.959,26.078,25.592,25.629,26.592,26.175,26.129
Finland,FIN,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.918,53.016,47.923,44.516,41.1,48.091,45.616,44.739,47.433,49.27,51.109,52.946,54.774,56.589,58.387,60.163,60.793,53.59,53.453,51.158,49.331,50.561,52.083,52.934,52.545,53.359,53.276,54.249,54.634,53.419,51.366,52.66,54.557,56.597,56.746
France,FRA,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.574,37.824,37.164,36.196,34.471,33.794,32.664,31.514,31.688,32.212,32.386,32.251,32.699,33.601,33.274,30.485,30.388,31.447,31.034,32.288,31.666,30.835,30.221,31.757,30.954,31.745,32.004,31.516,32.042,31.895,31.17,35.893,37.831,40.031,40.239
French Polynesia,PYF,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.191,32.975,33.448,33.891,34.377,34.666,34.99,34.546,34.106,33.667,33.232,32.8,32.37,31.954,31.541,31.131,30.724,30.32,31.281,32.257,33.25,34.258,35.28,35.295,35.301,35.164,34.924,34.425,34.276,34.009,33.363,33.371,33.168,33.107,33.044
Gabon,GAB,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.678,19.742,19.765,19.748,19.685,19.565,19.389,19.177,18.946,18.699,18.445,18.183,17.909,17.628,17.347,17.071,16.801,16.542,16.302,16.096,15.93,15.797,15.677,15.564,15.473,15.423,15.42,15.455,15.506,15.551,14.005,14.407,15.565,15.564,15.554
"Gambia, The",GMB,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.231,28.219,28.215,28.186,28.054,27.953,27.903,27.95,27.954,28.064,28.149,28.25,28.033,28.178,28.327,28.144,28.025,28.031,28.145,28.273,28.374,27.963,28.04,28.035,27.877,27.919,27.888,27.965,28.13,28.264,28.197,28.266,28.341,28.482,28.48
Georgia,GEO,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.255,32.737,33.257,33.835,34.474,34.1,33.167,32.243,31.829,31.969,28.875,28.037,26.08,30.659,25.204,25.931,23.061,24.312,27.452,28.86,28.763,29.688,29.753,27.593,28.54,31.811,27.723,30.223,32.624,29.588,29.434,26.994,28.468,27.875,27.951
Germany,DEU,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58.814,58.561,56.414,53.994,52.858,50.303,47.108,46.104,46.423,47.577,47.098,47.289,47.242,46.722,44.373,46.84,48.036,49.428,49.647,49.788,48.455,49.652,48.013,48.77,47.879,46.975,47.322,48.468,47.845,48.393,48.438,50.023,50.888,51.433,51.481
Ghana,GHA,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61.201,61.1,60.368,59.63,58.883,58.134,57.382,56.624,55.862,55.098,54.332,53.429,52.526,51.627,50.731,49.833,48.932,48.031,47.131,46.231,45.33,44.43,43.531,42.635,41.741,40.852,40.433,39.937,39.43,38.919,37.943,38.12,37.739,37.692,37.385
Gibraltar,GIB,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.288,33.927,34.892,34.759,33.568,34.074,35.414,33.853,38.727,37.457,35.923,33.627,33.116,30.905,33.205,30.285,28.317,27.273,25.814,27.244,26.973,26.583,27.181,25.432,25.977,24.038,22.743,23.86,21.18,21.002,19.091,18.783,21.447,23.1,23.303
Greenland,GRL,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50.526,49.858,49.134,48.465,47.7,46.951,46.104,45.123,44.208,43.326,42.363,41.197,39.424,40.443,41.179,51.616,49.902,42.487,41.074,39.567,44.644,46.167,46.009,45.909,45.775,45.779,45.876,45.86,46.097,45.807,43.306,43.988,44.211,44.481,44.579
Guatemala,GTM,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.775,32.785,32.881,32.96,33.075,33.267,33.357,33.52,33.712,33.829,33.902,33.902,34.002,34.056,34.151,33.963,33.787,33.626,33.48,33.35,33.236,35.424,39.1,31.984,32.645,31.581,33.513,30.894,32.653,31.82,30.572,32.452,33.577,33.599,33.608
Guinea,GIN,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.452,49.599,49.775,49.945,50.132,50.289,50.424,50.881,51.35,51.545,51.825,52.342,52.6,50.877,49.155,47.437,45.734,44.057,42.405,40.78,39.186,37.625,36.099,34.611,33.162,31.753,30.385,29.059,27.773,26.526,26.267,26.756,26.528,26.261,25.874
Guinea-Bissau,GNB,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53.851,53.657,53.528,53.462,53.418,53.312,53.113,52.899,52.862,52.68,52.455,52.232,52.038,51.854,51.658,51.484,51.356,51.221,51.063,50.877,50.671,50.452,50.272,50.054,49.82,49.52,49.175,48.773,48.337,47.858,47.35,47.47,47.9,47.889,47.76
Guyana,GUY,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.078,33.408,33.864,34.39,34.074,33.76,33.447,33.135,32.825,32.517,32.21,31.904,31.6,32.102,32.609,33.119,33.634,34.152,34.675,35.201,35.73,36.263,36.8,37.34,37.883,38.429,38.978,39.53,40.084,36.616,36.268,36.09,36.734,36.778,36.79
Haiti,HTI,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.809,39.714,38.635,37.574,36.53,35.504,34.476,33.47,32.487,31.525,30.586,31.063,31.544,32.03,32.519,33.011,33.017,33.085,33.078,33.14,32.872,33.038,32.837,32.873,32.8,32.616,32.453,32.332,32.154,31.731,31.121,31.265,31.126,31.11,30.948
Honduras,HND,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.852,37.575,37.857,38.163,38.101,38.363,38.357,38.488,38.561,38.358,36.943,36.054,35.173,34.303,33.445,32.598,28.991,28.487,29.024,29.099,30.916,30.042,27.896,33.494,34.518,37.428,36.444,37.275,40.496,36.927,43.18,45.349,43.691,33.741,33.568
"Hong Kong SAR, China",HKG,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55.72,55.2,53.87,52.14,51.61,49.35,49.61,48.72,49.12,46.919,44.73,45.45,45.38,44.4,44.66,44.79,44.08,44.47,42.53,40.28,36.731,37.049,37.578,39.963,39.263,41.427,41.936,41.518,40.943,40.46,36.567,35.336,32.457,32.402,32.456
Hungary,HUN,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.763,25.836,26.098,26.138,25.878,25.74,25.718,25.438,25.093,24.813,24.422,24.067,23.656,23.3,22.877,22.515,22.185,22.15,22.054,22.6,23,22.5,24.1,24.6,26.8,28.4,29.4,29.6,29.2,28,28.4,28.3,27.5,27.2,27.235
Iceland,ISL,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58.401,58.811,60.215,59.731,59.058,68.492,63.468,67.448,74.229,74.85,80.458,79.496,70.366,76.266,75.651,78.065,80.31,79.511,79.447,75.481,76.089,74.57,78.039,81.46,78.752,81.988,83.468,82.391,80.978,80.614,75.434,76.439,79.129,81.723,81.843
India,IND,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.571,25.623,25.678,25.72,25.774,26.178,26.586,26.998,27.415,27.835,28.259,27.861,27.466,27.074,26.687,26.302,24.762,23.283,21.868,20.515,19.225,18.163,17.148,16.645,16.095,15.505,14.923,14.34,13.73,13.094,12.489,13.245,14.127,15.135,16.163
Indonesia,IDN,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.069,41.587,42.117,40.707,43.494,43.204,42.91,41.183,40.78,41.817,42.783,40.516,40.296,39.222,40.234,38.133,39.449,40.375,38.948,38.506,37.843,37.223,38.234,37.239,36.254,36.951,36.908,37.789,38.199,39.981,38.856,37.875,37.973,37.346,37.413
"Iran, Islamic Rep.",IRN,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.517,12.44,12.054,11.678,11.312,10.956,10.61,11.167,11.75,12.358,12.994,13.657,14.349,15.069,15.819,16.599,15.441,14.152,12.098,12.468,12.229,10.442,11.421,9.638,8.602,9.601,10.98,12.248,11.969,11.087,7.98,7.988,8.056,7.982,7.95
Iraq,IRQ,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.164,5.11,5.008,4.959,4.911,4.854,4.803,4.729,4.889,5.057,5.235,5.422,5.618,5.828,6.05,6.284,6.528,6.784,6.599,6.411,6.224,6.04,5.86,6.347,6.862,7.852,8.945,5.032,5.57,6.101,6.209,6.998,7,7.125,7.113
Ireland,IRL,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,74.107,74.994,72.043,72.372,71.855,72.648,73.406,71.71,72.199,70.299,69.987,68.603,66.305,66.092,64.548,65.656,64.808,64.184,61.853,57.395,51.686,49.131,48.594,48.104,45.823,44.596,48.291,45.486,45.016,45.897,43.095,51.7,53.215,54.218,54.889
Isle of Man,IMN,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.662,46.182,48.299,51.063,54.403,54.988,54.451,53.137,51.118,52.508,54.568,54.156,50.341,51.858,52.581,53.649,54.004,52.695,50.796,51.091,50.883,48.302,50.01,49.503,49.846,49.296,49.34,49.47,48.898,48.228,44.748,45.608,47.31,46.878,46.887
Italy,ITA,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.033,41.607,37.692,36.19,34.074,33.628,34.028,33.884,33.101,33.795,33.965,32.461,30.896,30.132,31.945,28.734,26.863,25.433,25.526,23.671,23.121,22.791,23.995,23.402,23.084,21.68,22.753,22.118,21.91,22.026,18.784,20.134,21.529,21.64,21.721
Jamaica,JAM,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.6,47.828,47.056,46.286,45.518,44.752,43.988,43.228,42.47,39.7,37.371,35.1,34.351,33.61,33.32,33.167,33.014,32.862,32.71,28.911,26.181,28.518,26.745,27.022,27.064,29.247,32.681,32.574,30.476,31.649,30.133,30.275,32.636,32.648,32.703
Japan,JPN,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.853,45.842,46.548,46.768,47.247,47.391,47.726,47.817,47.934,46.874,46.936,46.492,45.289,44.508,44.503,45.113,45.51,44.785,44.895,44.939,43.949,43.694,42.015,43.486,43.609,43.088,44.933,45.218,48.13,50.184,49.119,49.689,49.716,51.152,51.765
Jordan,JOR,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.773,11.483,11.351,11.227,11.126,11.066,11.042,11.045,11.055,11.058,11.052,10.542,11.09,10.24,10.194,10.145,10.338,12.018,11.54,11.746,11.678,11.644,11.34,10.776,10.487,11.276,12.031,12.747,9.777,9.683,9.671,8.671,9.828,9.791,9.742
Kazakhstan,KAZ,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.253,48.66,49.269,50.315,51.649,52.36,52.14,51.782,51.803,51.405,50.333,48.886,47.82,47.23,45.97,45.418,44.867,44.318,43.77,43.866,43.182,42.489,42.089,41.555,41.233,41.265,41.305,40.981,40.651,40.271,39.506,39.671,39.676,39.231,39.079
Kenya,KEN,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53.901,53.625,53.34,53.018,52.664,52.311,51.979,51.642,51.305,50.924,50.503,50.081,49.657,49.231,48.806,48.38,47.954,47.525,47.092,46.656,46.223,45.799,45.375,44.95,44.527,44.11,43.678,40.816,38.034,35.327,34.099,33.543,33.151,32.664,32.375
Kiribati,KIR,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,74.992,75.766,76.864,77.677,78.229,78.993,79.603,80.544,80.852,80.407,80.518,80.257,80.243,80.17,80.079,79.793,79.996,80.188,79.912,80.078,80.197,80.175,80.108,80.082,80.054,80.269,79.912,80.37,80.923,80.98,79.391,79.626,81.596,81.588,81.724
"Korea, Rep.",KOR,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.737,42.462,42.307,42.121,41.822,41.862,40.589,39.745,36.115,35.854,35.29,37.007,37.575,37.64,38.116,36.757,33.774,30.485,28.782,27.259,27.859,27.835,28.708,28.599,30.117,31.887,32.021,31.581,31.606,30.71,29.326,31.422,32.706,31.446,31.452
Kosovo,XKX,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.234,21.216,21.176,21.085,20.799,20.54,21.174,21.823,22.486,23.162,23.853,24.558,25.277,26.01,25.173,24.353,23.552,22.77,22.006,21.26,20.533,19.825,19.135,18.464,17.811,17.177,16.56,16.591,16.568,16.571,15.186,15.714,15.454,15.639,15.511
Kyrgyz Republic,KGZ,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.847,43.796,45.298,46.817,48.733,49.278,48.829,48.118,48.004,47.766,47.364,46.951,46.997,46.48,45.976,46.071,45.833,45.079,44.319,44.096,44.237,43.922,39.164,39.869,37.715,37.358,34.869,30.415,31.92,30.085,33.781,32.87,32.809,32.109,31.719
Lao PDR,LAO,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.228,69.014,68.621,68.173,67.405,66.77,66.13,65.462,65.164,64.38,63.79,63.195,62.562,61.892,61.164,60.338,59.322,58.453,57.554,56.701,55.702,54.769,53.831,52.883,51.981,51.13,50.328,49.549,49.982,50.499,51.056,52.59,53.431,53.163,53.281
Latvia,LVA,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.634,40.635,40.558,41.736,41.378,41.098,40.71,39.48,39.824,34.801,31.842,31.121,33.876,32.346,30.639,31.971,33.998,35.793,36.511,35.873,37.178,33.65,36.067,35.991,35.298,37.13,35.941,36.548,34.744,32.825,31.533,29.937,33.1,32.735,32.63
Lebanon,LBN,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.69,19.624,19.482,19.39,19.309,19.224,19.184,19.062,18.967,18.833,18.722,18.64,18.555,18.467,18.414,18.503,18.598,18.69,19.435,20.205,20.996,21.806,22.635,23.479,24.34,25.236,26.128,26.95,27.692,28.359,25.15,25.635,25.807,25.852,..
Lesotho,LSO,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.253,63.219,63.06,62.776,62.363,61.865,61.339,60.694,59.885,59.022,57.537,56.033,54.514,52.984,51.447,49.902,48.35,46.786,45.217,43.654,42.098,40.554,39.024,37.517,35.344,33.193,31.074,28.997,26.972,25.006,24.755,25.302,25.278,25.116,24.584
Liberia,LBR,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.457,56.531,56.393,56.22,56.012,55.787,55.594,55.424,55.295,55.184,55.088,55.009,54.956,55.012,55.033,55.093,55.191,55.298,55.296,55.25,55.221,54.741,54.396,54.486,54.494,54.394,54.242,54.083,53.875,53.603,52.579,52.792,53.594,53.579,53.507
Libya,LBY,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.171,12.13,12.086,12.039,11.986,11.928,11.862,11.789,11.709,11.622,11.566,11.534,11.495,11.447,11.393,11.337,11.254,11.15,11.056,10.968,10.882,10.802,10.74,10.698,10.663,10.631,10.604,10.58,10.557,10.535,10.334,10.312,10.541,10.544,10.511
Liechtenstein,LIE,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.71,45.169,43.637,42.117,40.612,39.124,37.656,36.211,34.79,37.592,32.713,27.922,27.454,28.806,19.374,20.591,23.343,22.346,25.288,25.85,25.427,24.084,26.057,27.017,29.588,30.781,31.853,32.168,34.08,35.645,34.191,34.342,36.104,35.492,35.824
Luxembourg,LUX,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.767,49.976,50.349,45.507,45.036,39.958,38.501,35.315,33.356,31.867,30.562,32.06,31.176,29.676,26.397,25.472,26.015,26.565,27.123,30.731,23.994,24.212,24.872,21.623,25.42,34.625,31.373,28.53,32.282,31.33,30.955,35.266,35.011,33.351,33.596
